	clf_name	comb	features_number	accuracy	f1_score	precision	recall	true_positives	true_negatives	false_positives	false_negatives
77	SVM_radial_TF-IDF	('pruning5',)	7786	0.8996848739495799	0.8969652858927348	0.8964474538557521	0.8975144268856378	6067	4211	550	596
78	SVM_radial_TF-IDF	('stop_words', 'stemming')	32785	0.8919817927170869	0.8887674364649049	0.8892558327713411	0.8883026496331016	6066	4124	637	597
79	SVM_radial_TF-IDF	('stop_words', 'lemmatization')	36674	0.8960959383753502	0.8929678252724544	0.8936050537995519	0.8923692057096431	6095	4142	619	568
80	SVM_radial_TF-IDF	('stop_words', 'urls')	40063	0.8899684873949579	0.8866698642777842	0.8872452415261766	0.8861270201446334	6058	4109	652	605
81	SVM_radial_TF-IDF	('stop_words', 'norm_letters')	47281	0.8918067226890757	0.8885871567833244	0.8890753295408484	0.8881225884066104	6065	4123	638	598
82	SVM_radial_TF-IDF	('stop_words', 'pruning10')	4171	0.8798144257703081	0.8763171670226835	0.876536401956647	0.8761031705434208	5986	4065	696	677
83	SVM_radial_TF-IDF	('stop_words', 'pruning5')	7580	0.8877801120448179	0.884511145689221	0.8847471869410347	0.884280967008225	6032	4110	651	631
84	SVM_radial_TF-IDF	('stemming', 'urls')	24870	0.90406162464986	0.9013500572878117	0.9012547067454016	0.9014463626071845	6111	4217	544	552
85	SVM_radial_TF-IDF	('stemming', 'norm_letters')	32068	0.9072128851540616	0.9046244339777281	0.9043875156512795	0.9048673367705735	6123	4241	520	540
86	SVM_radial_TF-IDF	('stemming', 'pruning10')	3584	0.9030112044817927	0.900179865306058	0.9004506440376114	0.8999163150318686	6120	4196	565	543
87	SVM_radial_TF-IDF	('stemming', 'pruning5')	5710	0.9046743697478992	0.9020063802202727	0.9018055910534881	0.9022114809648142	6110	4225	536	553
88	SVM_radial_TF-IDF	('lemmatization', 'urls')	28735	0.9061624649859944	0.9035845780773475	0.9031895905295577	0.903996820179265	6110	4242	519	553
89	SVM_radial_TF-IDF	('lemmatization', 'norm_letters')	36045	0.9067752100840336	0.9042056967901844	0.9038436849916729	0.9045820664503473	6115	4244	517	548
90	SVM_radial_TF-IDF	('lemmatization', 'pruning10')	3597	0.9032738095238095	0.9005072173196282	0.900543364550831	0.9004712043419723	6112	4207	554	551
91	SVM_radial_TF-IDF	('lemmatization', 'pruning5')	6009	0.9051120448179272	0.9024009603841536	0.902425144004009	0.9023768365606755	6122	4218	543	541
92	SVM_radial_TF-IDF	('urls', 'norm_letters')	39533	0.9033613445378151	0.9007123433645223	0.9002981435601869	0.901145819236497	6093	4227	534	570
93	SVM_radial_TF-IDF	('urls', 'pruning10')	4344	0.8912815126050421	0.8882353617677654	0.8880526735363985	0.8884218077976914	6034	4148	613	629
94	SVM_radial_TF-IDF	('urls', 'pruning5')	7772	0.8993347338935574	0.8965570935302263	0.8962130392797969	0.8969144749839255	6073	4201	560	590
95	SVM_radial_TF-IDF	('norm_letters', 'pruning10')	4360	0.8917191876750701	0.8886154136551494	0.888674010361931	0.8885571847124614	6047	4140	621	616
96	SVM_radial_TF-IDF	('norm_letters', 'pruning5')	7778	0.9001225490196079	0.8973696713968078	0.8970138459555632	0.8977397398436815	6077	4206	555	586
97	SVM_radial_TF-IDF	('stop_words', 'stemming', 'urls')	24783	0.8924194677871149	0.8892486119510643	0.8896236950700858	0.8888877067642402	6064	4131	630	599
98	SVM_radial_TF-IDF	('stop_words', 'stemming', 'norm_letters')	31983	0.8937324929971989	0.8905568033550277	0.8910989404499218	0.8900433045358311	6078	4132	629	585
99	SVM_radial_TF-IDF	('stop_words', 'stemming', 'pruning10')	3505	0.8918942577030813	0.8885983085319078	0.8893874212990971	0.8878678641873068	6077	4112	649	586
100	SVM_radial_TF-IDF	('stop_words', 'stemming', 'pruning5')	5630	0.8920693277310925	0.8887441041936092	0.8896690291277878	0.8878980320083418	6083	4108	653	580
101	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'urls')	28671	0.8958333333333334	0.8926674638349099	0.8934241776959169	0.8919642098049958	6098	4136	625	565
102	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'norm_letters')	35980	0.8947829131652661	0.8915985387752621	0.8922997719759611	0.890943799808231	6090	4132	629	573
103	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'pruning10')	3535	0.8918067226890757	0.8885460423526277	0.8891892981659144	0.8879427163200629	6071	4117	644	592
104	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'pruning5')	5947	0.8932072829131653	0.889954779484452	0.8907331544875086	0.8892333127265365	6084	4120	641	579
105	SVM_radial_TF-IDF	('stop_words', 'urls', 'norm_letters')	39280	0.8906687675070029	0.8874394422731184	0.8878378030068712	0.887057115818237	6055	4120	641	608
106	SVM_radial_TF-IDF	('stop_words', 'urls', 'pruning10')	4165	0.8770133053221288	0.8732242225401629	0.8741130637276758	0.8724127665300982	5997	4022	739	666
107	SVM_radial_TF-IDF	('stop_words', 'urls', 'pruning5')	7566	0.8872549019607843	0.8840057051667884	0.8841221971520237	0.8838906767342076	6024	4112	649	639
108	SVM_radial_TF-IDF	('stop_words', 'norm_letters', 'pruning10')	4181	0.8787640056022409	0.8752058722862451	0.875519427251767	0.8749028884601087	5984	4055	706	679
109	SVM_radial_TF-IDF	('stop_words', 'norm_letters', 'pruning5')	7572	0.8888305322128851	0.8856336350725033	0.8857270020436643	0.8855412064537197	6032	4122	639	631
110	SVM_radial_TF-IDF	('stemming', 'urls', 'norm_letters')	24066	0.9066001400560224	0.9039459675736885	0.9039097661893631	0.9039823036885788	6128	4229	532	535
111	SVM_radial_TF-IDF	('stemming', 'urls', 'pruning10')	3578	0.9014355742296919	0.8985273661008484	0.8989241378613297	0.8981458705879917	6116	4182	579	547
112	SVM_radial_TF-IDF	('stemming', 'urls', 'pruning5')	5698	0.9055497198879552	0.902848223970931	0.9028845822791611	0.9028120002863578	6125	4220	541	538
113	SVM_radial_TF-IDF	('stemming', 'norm_letters', 'pruning10')	3592	0.9021358543417367	0.8992972682631106	0.8994924090117161	0.8991059449426864	6112	4194	567	551
114	SVM_radial_TF-IDF	('stemming', 'norm_letters', 'pruning5')	5713	0.9072128851540616	0.9045330979583013	0.9046806778955239	0.9043876778731137	6139	4225	536	524
115	SVM_radial_TF-IDF	('lemmatization', 'urls', 'norm_letters')	28042	0.9058998599439776	0.9032604210983879	0.9030822735821102	0.9034419308691615	6118	4231	530	545
116	SVM_radial_TF-IDF	('lemmatization', 'urls', 'pruning10')	3590	0.9030987394957983	0.9003450666392439	0.9003091882814804	0.9003810791587548	6108	4209	552	555
117	SVM_radial_TF-IDF	('lemmatization', 'urls', 'pruning5')	5995	0.9046743697478992	0.901947836797353	0.901984113922111	0.9019116941539018	6120	4215	546	543
118	SVM_radial_TF-IDF	('lemmatization', 'norm_letters', 'pruning10')	3607	0.9025735294117647	0.8997748564313162	0.8998594413352852	0.8996910020738249	6110	4201	560	553
119	SVM_radial_TF-IDF	('lemmatization', 'norm_letters', 'pruning5')	5985	0.9052871148459384	0.9025340333793571	0.9027558491179448	0.9023170683384367	6131	4211	550	532
120	SVM_radial_TF-IDF	('urls', 'norm_letters', 'pruning10')	4354	0.8913690476190477	0.8883020746684754	0.8881984260661294	0.8884069130271177	6038	4145	616	625
121	SVM_radial_TF-IDF	('urls', 'norm_letters', 'pruning5')	7763	0.8981967787114846	0.8954154201696518	0.8949743357487923	0.8958789810766432	6062	4199	562	601
122	SVM_radial_TF-IDF	('stop_words', 'stemming', 'urls', 'norm_letters')	23981	0.8920693277310925	0.8888881517784071	0.8892628910683955	0.8885275843112578	6062	4129	632	601
123	SVM_radial_TF-IDF	('stop_words', 'stemming', 'urls', 'pruning10')	3499	0.8918942577030813	0.888570589876257	0.8894677931991365	0.8877479494629419	6081	4108	653	582
124	SVM_radial_TF-IDF	('stop_words', 'stemming', 'urls', 'pruning5')	5618	0.8915441176470589	0.8882305531168371	0.8890457788347206	0.8874777630532331	6076	4109	652	587
125	SVM_radial_TF-IDF	('stop_words', 'stemming', 'norm_letters', 'pruning10')	3514	0.8918067226890757	0.8885529144575197	0.8891700453025322	0.8879726950011542	6070	4118	643	593
126	SVM_radial_TF-IDF	('stop_words', 'stemming', 'norm_letters', 'pruning5')	5633	0.8922443977591037	0.8889866266914835	0.8896700569237779	0.8883479013646541	6075	4118	643	588
127	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'urls', 'norm_letters')	27977	0.895045518207283	0.8918924439454583	0.8925016593446398	0.8913188170317872	6088	4137	624	575
128	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'urls', 'pruning10')	3528	0.8919817927170869	0.8887126429689463	0.889408799795147	0.8880628201843717	6074	4116	645	589
129	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'urls', 'pruning5')	5933	0.8936449579831933	0.8902925580000476	0.8915303441860654	0.8891888175547591	6103	4106	655	560
130	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'norm_letters', 'pruning10')	3544	0.8922443977591037	0.8890140039188164	0.8895928164006508	0.8884678160890191	6071	4122	639	592
131	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'norm_letters', 'pruning5')	5922	0.8939075630252101	0.8906899344620618	0.8914161828598517	0.8900135149946837	6086	4126	635	577
132	SVM_radial_TF-IDF	('stop_words', 'urls', 'norm_letters', 'pruning10')	4175	0.8788515406162465	0.8751695545777438	0.8758931825057208	0.8744982708353488	6001	4039	722	662
133	SVM_radial_TF-IDF	('stop_words', 'urls', 'norm_letters', 'pruning5')	7557	0.8878676470588235	0.884660403064655	0.8846951214667494	0.8846258164107461	6024	4119	642	639
134	SVM_radial_TF-IDF	('stemming', 'urls', 'norm_letters', 'pruning10')	3586	0.9012605042016807	0.898347130516658	0.8987437246639401	0.8979658093615004	6115	4181	580	548
135	SVM_radial_TF-IDF	('stemming', 'urls', 'norm_letters', 'pruning5')	5700	0.907125350140056	0.9044631801844087	0.9045241624509412	0.9044025726436875	6135	4228	533	528
136	SVM_radial_TF-IDF	('lemmatization', 'urls', 'norm_letters', 'pruning10')	3600	0.9019607843137255	0.899098780814788	0.8993688331976282	0.8988359476729215	6114	4190	571	549
137	SVM_radial_TF-IDF	('lemmatization', 'urls', 'norm_letters', 'pruning5')	5970	0.9051995798319328	0.9024704693370282	0.9025802085604244	0.9023619417901018	6126	4215	546	537
138	SVM_radial_TF-IDF	('stop_words', 'stemming', 'urls', 'norm_letters', 'pruning10')	3508	0.8915441176470589	0.88820271297314	0.8891263791719699	0.8873578483288682	6080	4105	656	583
139	SVM_radial_TF-IDF	('stop_words', 'stemming', 'urls', 'norm_letters', 'pruning5')	5620	0.8915441176470589	0.88820271297314	0.8891263791719699	0.8873578483288682	6080	4105	656	583
140	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'urls', 'norm_letters', 'pruning10')	3537	0.8918067226890757	0.8885460423526277	0.8891892981659144	0.8879427163200629	6071	4117	644	592
141	SVM_radial_TF-IDF	('stop_words', 'lemmatization', 'urls', 'norm_letters', 'pruning5')	5907	0.8940826330532213	0.8908160299265737	0.8917595493002208	0.889953746772445	6095	4119	642	568
142	SVM_radial_Binario	('stop_words',)	48118	0.8919817927170869	0.8881966356371416	0.8911512360318472	0.8858645006769297	6146	4044	719	515
143	SVM_radial_Binario	('stemming',)	32850	0.9036239495798319	0.9006609064402906	0.9016397554173794	0.899766465362869	6148	4175	588	513
144	SVM_radial_Binario	('lemmatization',)	36771	0.9059873949579832	0.9032193942863505	0.9036459289929409	0.9028101978220433	6141	4209	554	520
145	SVM_radial_Binario	('urls',)	40441	0.8999474789915967	0.8967872200038297	0.8981303841552288	0.8955967758401906	6140	4141	622	521
146	SVM_radial_Binario	('norm_letters',)	47582	0.9000350140056023	0.8968677350659573	0.8982555281269022	0.8956419275931046	6142	4140	623	519
147	SVM_radial_Binario	('pruning10',)	4348	0.8927696078431373	0.889554959220593	0.890185406468611	0.8889629510719215	6074	4125	638	587
148	SVM_radial_Binario	('pruning5',)	7854	0.8953081232492998	0.8921129079610008	0.8929751867957916	0.8913192737026137	6097	4131	632	564
149	SVM_radial_Binario	('stop_words', 'stemming')	32764	0.8978466386554622	0.8944648427223678	0.8965053092803451	0.8927483227423973	6151	4106	657	510
150	SVM_radial_Binario	('stop_words', 'lemmatization')	36707	0.8986344537815126	0.8952139793776803	0.8975678121512622	0.8932743367239016	6165	4101	662	496
151	SVM_radial_Binario	('stop_words', 'urls')	40187	0.8920693277310925	0.8882835123658915	0.8912561685123368	0.8859395644811632	6147	4044	719	514
152	SVM_radial_Binario	('stop_words', 'norm_letters')	47328	0.8913690476190477	0.8875811375602451	0.8904447405605538	0.8853091419959748	6140	4043	720	521
153	SVM_radial_Binario	('stop_words', 'pruning10')	4169	0.8811274509803921	0.8769783290226271	0.8797847479694709	0.8747618658727858	6082	3984	779	579
154	SVM_radial_Binario	('stop_words', 'pruning5')	7650	0.8889180672268907	0.8851659678045654	0.8874789493729551	0.8832671795800733	6110	4045	718	551
155	SVM_radial_Binario	('stemming', 'urls')	24920	0.9052871148459384	0.9023782467009372	0.9033470269469226	0.9014917981565036	6157	4185	578	504
156	SVM_radial_Binario	('stemming', 'norm_letters')	32041	0.9039740896358543	0.9009846686533421	0.9021360065878912	0.8999470723745249	6156	4171	592	505
157	SVM_radial_Binario	('stemming', 'pruning10')	3574	0.9034488795518207	0.9004243395927392	0.9016614153306883	0.8993172172412055	6156	4165	598	505
158	SVM_radial_Binario	('stemming', 'pruning5')	5742	0.9017857142857143	0.8987186283420401	0.8999069749690807	0.8976517085502101	6145	4157	606	516
159	SVM_radial_Binario	('lemmatization', 'urls')	28839	0.9051120448179272	0.9022943981268221	0.902824891357564	0.9017903513178307	6140	4200	563	521
160	SVM_radial_Binario	('lemmatization', 'norm_letters')	36069	0.9060749299719888	0.9032947500385525	0.9037868869033326	0.9028254375236378	6144	4207	556	517
161	SVM_radial_Binario	('lemmatization', 'pruning10')	3598	0.9036239495798319	0.9005986348819888	0.9018655796390069	0.8994673448496727	6158	4165	598	503
162	SVM_radial_Binario	('lemmatization', 'pruning5')	6031	0.9054621848739496	0.9025949911048077	0.9033964214892138	0.901851310124208	6152	4192	571	509
163	SVM_radial_Binario	('urls', 'norm_letters')	39652	0.9000350140056023	0.8969002869233651	0.8981413068447271	0.8957914878497026	6137	4145	618	524
164	SVM_radial_Binario	('urls', 'pruning10')	4340	0.8918067226890757	0.888539162361393	0.8892599681237672	0.8878680407634754	6072	4116	647	589
165	SVM_radial_Binario	('urls', 'pruning5')	7842	0.8958333333333334	0.8926408008359931	0.8935590659761212	0.8917995685793348	6102	4132	631	559
166	SVM_radial_Binario	('norm_letters', 'pruning10')	4353	0.8925070028011205	0.8892810746097108	0.8899241652388117	0.8886779355565815	6073	4123	640	588
167	SVM_radial_Binario	('norm_letters', 'pruning5')	7847	0.8965336134453782	0.8933625433513814	0.8942824587108431	0.8925197272184822	6106	4136	627	555
168	SVM_radial_Binario	('stop_words', 'stemming', 'urls')	24834	0.8974964985994398	0.8941168103948253	0.896091871091871	0.8924480675254629	6147	4106	657	514
169	SVM_radial_Binario	('stop_words', 'stemming', 'norm_letters')	31957	0.8977591036414566	0.8944322730761358	0.8962049446292011	0.8929125553487207	6142	4114	649	519
170	SVM_radial_Binario	('stop_words', 'stemming', 'pruning10')	3495	0.8944327731092437	0.89086337690715	0.8932253809085016	0.8889234728376982	6142	4076	687	519
