	clf_name	comb	features_number	accuracy	f1_score	precision	recall	true_positives	true_negatives	false_positives	false_negatives
81	Bayesiano_TF-IDF	('stop_words', 'norm_letters')	23088	0.877	0.876998892990037	0.8771027262596354	0.8770589803991289	1311	1320	170	199
82	Bayesiano_TF-IDF	('stop_words', 'pruning10')	1103	0.8283333333333334	0.8283317883194283	0.828335701482534	0.8283501488955065	1247	1238	252	263
83	Bayesiano_TF-IDF	('stop_words', 'pruning5')	2526	0.842	0.8419999297777466	0.8420275065601865	0.8420329792435219	1264	1262	228	246
84	Bayesiano_TF-IDF	('stemming', 'urls')	9932	0.8396666666666667	0.8396273040794123	0.8397911885053617	0.8395995377572336	1283	1236	254	227
85	Bayesiano_TF-IDF	('stemming', 'norm_letters')	17586	0.8703333333333333	0.870333203666537	0.8703900426298686	0.8703786834970443	1304	1307	183	206
86	Bayesiano_TF-IDF	('stemming', 'pruning10')	1356	0.8276666666666667	0.8275857277444134	0.828654970760234	0.8278479043513045	1209	1274	216	301
87	Bayesiano_TF-IDF	('stemming', 'pruning5')	2546	0.834	0.8339855382957805	0.8342989901074289	0.8340992933019246	1237	1265	225	273
88	Bayesiano_TF-IDF	('lemmatization', 'urls')	10961	0.8476666666666667	0.8476382088699013	0.8477463040881017	0.8476132272545447	1292	1251	239	218
89	Bayesiano_TF-IDF	('lemmatization', 'norm_letters')	18650	0.878	0.8779908357561079	0.8782978995901639	0.8780968043024134	1304	1330	160	206
90	Bayesiano_TF-IDF	('lemmatization', 'pruning10')	1241	0.831	0.8308885931632073	0.8323112283053525	0.8312080536912752	1208	1285	205	302
91	Bayesiano_TF-IDF	('lemmatization', 'pruning5')	2466	0.8476666666666667	0.8476382088699012	0.8481824989688079	0.8477954575758923	1251	1292	198	259
92	Bayesiano_TF-IDF	('urls', 'norm_letters')	15526	0.848	0.8479781088476741	0.8480467909469689	0.8479576870083114	1290	1254	236	220
93	Bayesiano_TF-IDF	('urls', 'pruning10')	1220	0.7953333333333333	0.7953259650680757	0.7954985203733211	0.7954086848304369	1184	1202	288	326
94	Bayesiano_TF-IDF	('urls', 'pruning5')	2645	0.8086666666666666	0.8086612241414867	0.8086582718656832	0.808667051868972	1221	1205	285	289
95	Bayesiano_TF-IDF	('norm_letters', 'pruning10')	1223	0.837	0.8369491100055562	0.8377357658910318	0.8371549846659851	1229	1282	208	281
96	Bayesiano_TF-IDF	('norm_letters', 'pruning5')	2664	0.8486666666666667	0.8486448715281667	0.8490971954068804	0.8487843904173519	1255	1291	199	255
97	Bayesiano_TF-IDF	('stop_words', 'stemming', 'urls')	9852	0.8413333333333334	0.8412698412698412	0.8416017797552836	0.8412373883283701	1292	1232	258	218
98	Bayesiano_TF-IDF	('stop_words', 'stemming', 'norm_letters')	17507	0.8716666666666667	0.8716666524074057	0.8717000478683898	0.8717031868083026	1308	1307	183	202
99	Bayesiano_TF-IDF	('stop_words', 'stemming', 'pruning10')	1287	0.82	0.8199679943100996	0.8204671857619577	0.8201253389039513	1210	1250	240	300
100	Bayesiano_TF-IDF	('stop_words', 'stemming', 'pruning5')	2472	0.837	0.8369934616266275	0.8371904787522803	0.8370794257522557	1246	1265	225	264
101	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'urls')	10898	0.845	0.8449179616016873	0.8454032661197168	0.8448842170763144	1302	1233	257	208
102	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'norm_letters')	18587	0.878	0.8779999457777536	0.8780508619218297	0.8780434685986044	1316	1318	172	194
103	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'pruning10')	1186	0.822	0.8219287715086034	0.822858669992428	0.8221698742166319	1203	1263	227	307
104	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'pruning5')	2410	0.8463333333333334	0.8463189726951151	0.8466543383327129	0.8464353971287613	1255	1284	206	255
105	Bayesiano_TF-IDF	('stop_words', 'urls', 'norm_letters')	15338	0.8453333333333334	0.8452969609299252	0.8454523138661202	0.8452686786079381	1291	1245	245	219
106	Bayesiano_TF-IDF	('stop_words', 'urls', 'pruning10')	1097	0.781	0.7809263669177695	0.7816733644287607	0.7811569403084582	1144	1199	291	366
107	Bayesiano_TF-IDF	('stop_words', 'urls', 'pruning5')	2504	0.8	0.7999743078110921	0.8000234726756716	0.7999599982221433	1217	1183	307	293
108	Bayesiano_TF-IDF	('stop_words', 'norm_letters', 'pruning10')	1100	0.8296666666666667	0.8296661935172043	0.8297329732973298	0.8297146539846216	1242	1247	243	268
109	Bayesiano_TF-IDF	('stop_words', 'norm_letters', 'pruning5')	2524	0.844	0.8439997226661737	0.8440610826543112	0.844046402062314	1264	1268	222	246
110	Bayesiano_TF-IDF	('stemming', 'urls', 'norm_letters')	9836	0.8403333333333334	0.8402974002483892	0.8404409067158787	0.840270678696831	1283	1238	252	227
111	Bayesiano_TF-IDF	('stemming', 'urls', 'pruning10')	1350	0.7836666666666666	0.7836372172879087	0.7840222867247189	0.7837792790790702	1158	1193	297	352
112	Bayesiano_TF-IDF	('stemming', 'urls', 'pruning5')	2524	0.8033333333333333	0.8033277391001343	0.8033248531976511	0.8033334814880662	1213	1197	293	297
113	Bayesiano_TF-IDF	('stemming', 'norm_letters', 'pruning10')	1354	0.828	0.8278952838415907	0.8292190977572333	0.8282012533890395	1205	1279	211	305
114	Bayesiano_TF-IDF	('stemming', 'norm_letters', 'pruning5')	2544	0.8373333333333334	0.8373191620247807	0.8376344640738322	0.8374327747899907	1242	1270	220	268
115	Bayesiano_TF-IDF	('lemmatization', 'urls', 'norm_letters')	10900	0.8453333333333334	0.8453000556564167	0.8454352547353218	0.8452731232499222	1290	1246	244	220
116	Bayesiano_TF-IDF	('lemmatization', 'urls', 'pruning10')	1235	0.7916666666666666	0.791641455282756	0.7920021831273789	0.7917751900084449	1171	1204	286	339
117	Bayesiano_TF-IDF	('lemmatization', 'urls', 'pruning5')	2444	0.8136666666666666	0.8136661490726362	0.8136812631251458	0.8136917196319836	1223	1218	272	287
118	Bayesiano_TF-IDF	('lemmatization', 'norm_letters', 'pruning10')	1239	0.831	0.8308767091209492	0.8324256965302074	0.8312169429752434	1206	1287	203	304
119	Bayesiano_TF-IDF	('lemmatization', 'norm_letters', 'pruning5')	2454	0.8486666666666667	0.8486448715281667	0.8490971954068804	0.8487843904173519	1255	1291	199	255
120	Bayesiano_TF-IDF	('urls', 'norm_letters', 'pruning10')	1217	0.795	0.7949857629002015	0.7952385187490967	0.7950908929285746	1180	1205	285	330
121	Bayesiano_TF-IDF	('urls', 'norm_letters', 'pruning5')	2642	0.81	0.8099915551802301	0.8099915551802302	0.8099915551802302	1225	1205	285	285
122	Bayesiano_TF-IDF	('stop_words', 'stemming', 'urls', 'norm_letters')	9757	0.842	0.8419324876091523	0.842295807939853	0.8418996399839993	1294	1232	258	216
123	Bayesiano_TF-IDF	('stop_words', 'stemming', 'urls', 'pruning10')	1281	0.7753333333333333	0.7753252450421547	0.7754915490553153	0.77540779590204	1154	1172	318	356
124	Bayesiano_TF-IDF	('stop_words', 'stemming', 'urls', 'pruning5')	2450	0.8046666666666666	0.8046444395451215	0.804683318544967	0.8046313169474199	1223	1191	299	287
125	Bayesiano_TF-IDF	('stop_words', 'stemming', 'norm_letters', 'pruning10')	1285	0.821	0.8209522340348798	0.8216287064565223	0.8211453842392995	1207	1256	234	303
126	Bayesiano_TF-IDF	('stop_words', 'stemming', 'norm_letters', 'pruning5')	2472	0.8373333333333334	0.8373211143414774	0.8376077954234973	0.8374283301480066	1243	1269	221	267
127	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'urls', 'norm_letters')	10837	0.844	0.8439150203999954	0.8444177350427351	0.8438819503089026	1301	1231	259	209
128	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'urls', 'pruning10')	1180	0.7836666666666666	0.7836372172879087	0.7840222867247189	0.7837792790790702	1158	1193	297	352
129	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'urls', 'pruning5')	2388	0.813	0.8129939950293961	0.8129912606985663	0.8129983554824659	1228	1211	279	282
130	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'norm_letters', 'pruning10')	1183	0.8223333333333334	0.8222446729263073	0.823356524815837	0.8225187786123828	1200	1267	223	310
131	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'norm_letters', 'pruning5')	2398	0.8466666666666667	0.8466513317998466	0.8470023127557373	0.84677096759856	1255	1285	205	255
132	Bayesiano_TF-IDF	('stop_words', 'urls', 'norm_letters', 'pruning10')	1094	0.7803333333333333	0.7802540050291489	0.7810429341027498	0.780494688652829	1142	1199	291	368
133	Bayesiano_TF-IDF	('stop_words', 'urls', 'norm_letters', 'pruning5')	2502	0.8003333333333333	0.8003061527819064	0.8003612114476244	0.8002911240499577	1218	1183	307	292
134	Bayesiano_TF-IDF	('stemming', 'urls', 'norm_letters', 'pruning10')	1348	0.7836666666666666	0.7836222130524371	0.784139176420696	0.7837970576470066	1154	1197	293	356
135	Bayesiano_TF-IDF	('stemming', 'urls', 'norm_letters', 'pruning5')	2522	0.8053333333333333	0.8053311703463373	0.8053333333333333	0.8053469043068581	1213	1203	287	297
136	Bayesiano_TF-IDF	('lemmatization', 'urls', 'norm_letters', 'pruning10')	1233	0.7913333333333333	0.791299848553479	0.7917387404702416	0.7914529534645984	1168	1206	284	342
137	Bayesiano_TF-IDF	('lemmatization', 'urls', 'norm_letters', 'pruning5')	2432	0.818	0.8179996764438693	0.8180184216280795	0.8180274678874617	1229	1225	265	281
138	Bayesiano_TF-IDF	('stop_words', 'stemming', 'urls', 'norm_letters', 'pruning10')	1279	0.7786666666666666	0.778652500426694	0.7788855073984678	0.7787546113160585	1156	1180	310	354
139	Bayesiano_TF-IDF	('stop_words', 'stemming', 'urls', 'norm_letters', 'pruning5')	2450	0.8073333333333333	0.8073165484637773	0.8073375899462856	0.8073069914218409	1225	1197	293	285
140	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'urls', 'norm_letters', 'pruning10')	1177	0.7816666666666666	0.7816369450286289	0.7820204851032595	0.7817791901862305	1155	1190	300	355
141	Bayesiano_TF-IDF	('stop_words', 'lemmatization', 'urls', 'norm_letters', 'pruning5')	2376	0.814	0.8139959492451168	0.8139933439526681	0.8140050668918619	1228	1214	276	282
142	Bayesiano_Binario	('stop_words',)	23179	0.8886666666666667	0.8885618652919813	0.8894362076779211	0.8884488448844885	1379	1287	198	136
143	Bayesiano_Binario	('stemming',)	17645	0.8796666666666667	0.8796168949406749	0.8798705805103821	0.8795512884621796	1350	1289	196	165
144	Bayesiano_Binario	('lemmatization',)	18669	0.8746666666666667	0.8746486160673803	0.87467010200666	0.8746341300796746	1330	1294	191	185
145	Bayesiano_Binario	('urls',)	15636	0.856	0.8558759892956784	0.8566012569325304	0.8557922458912558	1328	1240	245	187
146	Bayesiano_Binario	('norm_letters',)	23296	0.8883333333333333	0.8882671750862261	0.8887211813573717	0.8881788178817882	1369	1296	189	146
147	Bayesiano_Binario	('pruning10',)	1226	0.8393333333333334	0.8391886030761018	0.8399331662489558	0.8391172450578391	1304	1214	271	211
148	Bayesiano_Binario	('pruning5',)	2611	0.862	0.8619518979057591	0.8621338875844575	0.8618995232856619	1321	1265	220	194
149	Bayesiano_Binario	('stop_words', 'stemming')	17565	0.8736666666666667	0.8736177848343343	0.873841669988043	0.8735573557355736	1340	1281	204	175
150	Bayesiano_Binario	('stop_words', 'lemmatization')	18607	0.878	0.8779478701792187	0.8782146560779005	0.8778811214454778	1348	1286	199	167
151	Bayesiano_Binario	('stop_words', 'urls')	15446	0.8516666666666667	0.8515584527787423	0.8521283872243329	0.8514818148481514	1318	1237	248	197
152	Bayesiano_Binario	('stop_words', 'norm_letters')	23107	0.8886666666666667	0.8885663764054315	0.889390142021721	0.8884555122178884	1378	1288	197	137
153	Bayesiano_Binario	('stop_words', 'pruning10')	1106	0.8323333333333334	0.8321578637043995	0.8330553173127159	0.8320932093209321	1297	1200	285	218
154	Bayesiano_Binario	('stop_words', 'pruning5')	2473	0.8556666666666667	0.8556069681698399	0.8558479885972764	0.8555488882221556	1314	1253	232	201
155	Bayesiano_Binario	('stemming', 'urls')	9912	0.8433333333333334	0.843293216396731	0.8433895338677253	0.8432576590992433	1289	1241	244	226
156	Bayesiano_Binario	('stemming', 'norm_letters')	17560	0.879	0.8789563032254644	0.8791572592912844	0.878897889788979	1347	1290	195	168
157	Bayesiano_Binario	('stemming', 'pruning10')	1350	0.8323333333333334	0.832185638048776	0.8328968636557239	0.8321198786545321	1293	1204	281	222
158	Bayesiano_Binario	('stemming', 'pruning5')	2524	0.8533333333333334	0.8532665533113737	0.8535472742246282	0.8532053205320531	1312	1248	237	203
159	Bayesiano_Binario	('lemmatization', 'urls')	10936	0.8446666666666667	0.8446301374856576	0.8447105630449272	0.8445977931126446	1290	1244	241	225
160	Bayesiano_Binario	('lemmatization', 'norm_letters')	18621	0.876	0.8759801016963167	0.876011737870815	0.875960929426276	1333	1295	190	182
161	Bayesiano_Binario	('lemmatization', 'pruning10')	1244	0.8263333333333334	0.8262706170260798	0.8264492695606689	0.8262259559289262	1268	1211	274	247
162	Bayesiano_Binario	('lemmatization', 'pruning5')	2427	0.8486666666666667	0.8486369995185723	0.8486896421107105	0.8486115278194486	1294	1252	233	221
163	Bayesiano_Binario	('urls', 'norm_letters')	15563	0.8556666666666667	0.8555337416571848	0.8563280670735185	0.8554488782211555	1329	1238	247	186
164	Bayesiano_Binario	('urls', 'pruning10')	1220	0.8016666666666666	0.8015426308109235	0.8019497863247863	0.8014968163483015	1240	1165	320	275
165	Bayesiano_Binario	('urls', 'pruning5')	2589	0.8193333333333334	0.8192349167880291	0.8195796570945382	0.8191819181918192	1264	1194	291	251
166	Bayesiano_Binario	('norm_letters', 'pruning10')	1226	0.8416666666666667	0.8415143619685184	0.8423323332958987	0.8414408107477414	1309	1216	269	206
167	Bayesiano_Binario	('norm_letters', 'pruning5')	2607	0.8616666666666667	0.8616131417051418	0.861831335762683	0.8615561556155615	1322	1263	222	193
168	Bayesiano_Binario	('stop_words', 'stemming', 'urls')	9832	0.8463333333333334	0.8462738754845069	0.8464847975858338	0.8462212887955463	1299	1240	245	216
169	Bayesiano_Binario	('stop_words', 'stemming', 'norm_letters')	17481	0.8733333333333333	0.8732891816526291	0.8734756945077633	0.8732339900656733	1338	1282	203	177
170	Bayesiano_Binario	('stop_words', 'stemming', 'pruning10')	1283	0.824	0.8238619077356648	0.8244565500599268	0.8238023802380238	1278	1194	291	237
171	Bayesiano_Binario	('stop_words', 'stemming', 'pruning5')	2451	0.848	0.8479350513708299	0.8481851737995214	0.8478781211454478	1303	1241	244	212
172	Bayesiano_Binario	('stop_words', 'lemmatization', 'urls')	10874	0.8463333333333334	0.8462738754845069	0.8464847975858338	0.8462212887955463	1299	1240	245	216
173	Bayesiano_Binario	('stop_words', 'lemmatization', 'norm_letters')	18559	0.878	0.8779335415948684	0.8783253040198489	0.8778544521118778	1352	1282	203	163
174	Bayesiano_Binario	('stop_words', 'lemmatization', 'pruning10')	1189	0.8236666666666667	0.8236304325188586	0.8236861199635783	0.8236056939027236	1257	1214	271	258
